Record ID,Business Name,Address,License Type,License Category,Expiration Date,Neighborhood,Council District,ZIP Code,Street Number,Street Prefix,Street Name,Street Type,Parcel ID,Address ID,Longitude,Latitude,ObjectId,x,y
BUS2024-00364,5001 E DAVISON ST,5051 E Davison St,Gas Station License,GasStation,2025-08-31,Davison,3.0,48212,5051,E,Davison,St,13007591-601,536269,-83.0523105,42.419394,1551,-9245340.91406485,5224011.13813247
BUS2024-00372,NISH HH ENTERPRISES INC,4828 Cass Ave,Restaurant License,FoodServices,2025-05-31,Midtown,6.0,,4828,,Cass,Ave,02002125-6,545235,-83.06595,42.355386,1552,-9246859.25625952,5214364.09914321
BUS2024-00375,,16722 Grand River Ave,Retailer License,Retail,2025-08-31,Grand River-St Marys,1.0,48227,16722,,Grand River,Ave,22008200-6,352138,-83.210526,42.398037,1553,-9262953.38296045,5220791.19974157
BUS2024-00378,SAM'S FENKELL MARKET INC,16159 Fenkell St,Retailer License,Retail,2025-08-31,Grand River-St Marys,1.0,48227,16159,,Fenkell,St,22010758-66,140030,-83.206323,42.401133,1554,-9262485.50714065,5221257.90753719
BUS2024-00393,Metropolis Michigan LLC,525 Griswold St,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48226,525,,Griswold,St,02002017-8,290985,-83.046708,42.329079,1555,-9244717.24661768,5210402.0588809
BUS2024-00454,PRESTIGE SMOKE LLC,20311 Mound Rd,Retailer License,Retail,2025-08-31,Farwell,3.0,48234,20311,,Mound,Rd,13013042.,380976,-83.044584,42.446097,1556,-9244480.80401923,5228038.6220556
BUS2024-00462,"MGM GRAND DETROIT, LLC",1777 3rd St,Hotel License,Lodging,2025-06-30,Downtown,6.0,48226,1777,,3rd,St,04004075-143B,538444,-83.0604825,42.333318,1557,-9246250.61694361,5211040.37346207
BUS2024-00474,"MIDCITY VENTURES, LLC",3919 Woodward Ave,Restaurant MLCC License,FoodServices,2025-05-31,Midtown,6.0,48201,3919,,Woodward,Ave,02001803.,349154,-83.060217,42.349815,1558,-9246221.0616188,5213524.92452989
BUS2024-00477,BASHA'S CHICKEN LLC,15834 W Seven Mile,Restaurant License,FoodServices,2025-05-31,Greenfield,2.0,48235,15834,W,Seven Mile,,22017226.,351926,-83.203506,42.43059,1559,-9262171.92013508,5225699.56759439
BUS2024-00479,M ELEVEN FUELS LLC,5611 Tarnow St,Gas Station License,GasStation,2025-08-31,Claytown,6.0,48210,5611,,Tarnow,St,18012544.002L,347611,-83.138796,42.336612,1560,-9254968.43588585,5211536.41831958
BUS2024-00485,HAPPY FOODS & CHECKS,14601 W 8 Mile Rd,Retailer License,Retail,2025-08-31,Schaefer 7/8 Lodge,2.0,48235,14601,W,8 Mile,Rd,22018640-4,18410,-83.191077,42.444648,1561,-9260788.33018401,5227820.03237746
BUS2024-00502,LOUIE'S HAM & CORNED BEEF,16661 Harper Ave,Restaurant License,FoodServices,2025-05-31,East English Village,4.0,48224,16661,,Harper,Ave,21004609.,333682,-82.9405575,42.41412,1562,-9232900.62701023,5223215.88915986
BUS2024-00521,1331 HOLDEN ST,1331 Holden St,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,Elijah McCoy,5.0,48202,1331,,Holden,St,06001546.003,537372,-83.0826675,42.36192,1563,-9248720.23984686,5215348.42781485
BUS2024-00539,BIG TIME AUTOMOTIVE L.L.C.,20130 Joy Rd,Second Hand Store License,SecondHandSales,2025-10-31,Franklin Park,7.0,,20130,,Joy,Rd,22002706-11,545384,-83.237895,42.357771,1564,-9266000.08610397,5214723.38080524
BUS2024-00546,SUPREME COLAS LLC,14290 Schaefer Hwy,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Happy Homes,7.0,48227,14290,,Schaefer,Hwy,22029853.001,520778,-83.1747465,42.391926,1565,-9258970.42723961,5219870.06210423
BUS2024-00560,TEMPLE RESTAURANTS,19840 Van Dyke St,Restaurant License,FoodServices,2025-05-31,Nortown,3.0,48234,19840,,Van Dyke,St,17009926-9,268182,-83.023938,42.440877,1566,-9242182.50181232,5227251.17983299
BUS2024-00579,JASON'S SUPER FOODS,17344 W Seven Mile,Retailer License,Retail,2025-08-31,Greenfield,2.0,48235,17344,W,Seven Mile,,22017119.,352297,-83.214783,42.430365,1567,-9263427.27003276,5225665.6331649
BUS2024-00604,JASAM ENTERPRISES LLC,6060 W Vernor Hwy,Restaurant License,FoodServices,2025-05-31,Central Southwest,6.0,48209,6060,W,Vernor,Hwy,16000726-9,177959,-83.106657,42.316227,1568,-9251390.73877124,5208467.04951055
BUS2024-00612,"Condado Tacos 16, LLC",634 Selden St,Restaurant MLCC License,FoodServices,2025-05-31,Midtown,6.0,48201,634,,Selden,St,04000778.,540050,-83.0653785,42.347556,1569,-9246795.63717053,5213184.66651897
BUS2024-00639,Post Bar Detroit,1323 Broadway St,Restaurant MLCC License,FoodServices,2025-05-31,Downtown,6.0,48226,1323,,Broadway,St,01004033.,48447,-83.04624,42.334677,1570,-9244665.14909599,5211245.02270029
BUS2024-00645,ABUNDANT VENTURES SPORTS RESTAURANT LLC,1258 Washington Blvd,Restaurant MLCC License,FoodServices,2025-05-31,Downtown,6.0,48226,1258,,Washington,Blvd,02000285.,31352,-83.0504475,42.333462,1571,-9245133.5258535,5211062.05794011
BUS2024-00650,MKH LIQUORS INC.,16600 Plymouth Rd,Retailer License,Retail,2025-08-31,Plymouth-I96,7.0,48227,16600,,Plymouth,Rd,22005845-50,216402,-83.2100175,42.372657,1572,-9262896.77699938,5216966.14892015
BUS2024-00657,T & W FUEL STOP LLC,12600 Gratiot Ave,Gas Station License,GasStation,2025-08-31,Eden Gardens,4.0,48205,12600,,Gratiot,Ave,21028711-4,238259,-82.9880505,42.418269,1573,-9238187.52358647,5223841.4975009
BUS2024-00659,"Pegasus Entertainment, Inc",14925 Livernois Ave,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,Chalfonte,7.0,48238,14925,,Livernois,Ave,16017919-21,94950,-83.1404745,42.399927,1574,-9255155.28565115,5221076.10583233
BUS2024-00667,ADEN AUTO SERVICE INCORPORATED,7900 McGraw St,Second Hand Store License,SecondHandSales,2025-10-31,Claytown,6.0,48210,7900,,McGraw,St,20005370.,215702,-83.142981,42.334848,1575,-9255434.30795482,5211270.77357991
BUS2024-00672,PLYMOUTH AUTO SALE INC,19231 Plymouth Rd,Second Hand Store License,SecondHandSales,2025-10-31,Franklin Park,7.0,48228,19231,,Plymouth,Rd,22005345-51,538760,-83.229597,42.371676,1576,-9265076.35696937,5216818.33224457
BUS2024-00675,MKH LIQUORS INC.,16600 Plymouth Rd,Restaurant License,FoodServices,2025-05-31,Plymouth-I96,7.0,48227,16600,,Plymouth,Rd,22005845-50,216402,-83.2100175,42.372657,1577,-9262896.77699938,5216966.14892015
BUS2024-00681,Metropolis Michigan LLC,1001 Brush St,Parking Lot License,LPTV,2026-01-31,Greektown,5.0,48226,1001,,Brush,St,01000161.,25569,-83.0438775,42.333795,1578,-9244402.15679899,5211112.20348572
BUS2025-00009,GATHER DETROIT LLC,9301 Kercheval St,Restaurant MLCC License,FoodServices,2025-05-31,East Village,5.0,48214,9301,,Kercheval,St,19000277.,540634,-82.987551,42.363495,1579,-9238131.91950082,5215585.71243337
BUS2025-00018,CHINA HOUSE 3 INC,14361 Livernois Ave,Restaurant License,FoodServices,2025-06-30,Davison-Schoolcraft,7.0,48238,14361,,Livernois,Ave,16017995.001L,351467,-83.1405645,42.393267,1580,-9255165.30440532,5220072.18919141
BUS2025-00024,D TOWN LIQUOR INC,2582 Puritan St,Retailer License,Retail,2025-08-31,Martin Park,2.0,48238,2582,,Puritan,St,08005231-6,545825,-83.1273435,42.410394,1581,-9253693.54941754,5222654.09828644
BUS2025-00036,"VISION TRANSPORTATION OF MI, LLC",8181 Greenfield Rd,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Warren Ave Community,7.0,48228,8181,,Greenfield,Rd,22002286.001,540344,-83.19879,42.354243,1582,-9261646.9374165,5214191.91993446
BUS2025-00040,MOE'S ADVANCED TECH LLC,12244 Morang Dr,Second Hand Store License,SecondHandSales,2025-10-31,Moross-Morang,4.0,48224,12244,,Morang,Dr,21076591-6,350911,-82.9535445,42.427926,1583,-9234346.33323716,5225297.79176591
BUS2025-00047,TRIPLE S SHIFTER SMOKE SHOP LLC,17214 E Warren Ave,Retailer License,Retail,2025-08-31,Cornerstone Village,4.0,48224,17214,E,Warren,Ave,21002233-4,352258,-82.927470506601,42.406690852906,1584,-9231443.78956904,5222095.78614442
BUS2025-00065,"BBB3, LLC",22565 W Eight Mile Rd,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Berg-Lahser,1.0,48219,22565,W,Eight Mile,Rd,22019031.005,535988,-83.266060754315,42.442792170887,1585,-9269135.48353213,5227540.07765769
BUS2025-00068,"DOCR DETROIT, INC",1214 Griswold St,Restaurant License,FoodServices,2025-05-31,Downtown,6.0,48226,1214,,Griswold,St,02001996.,8546,-83.048872483451,42.333106250657,1586,-9244958.19581328,5211008.48692742
BUS2025-00092,MINNIES DETROIT LLC,5221 Trumbull St,Restaurant MLCC License,FoodServices,2025-05-31,Woodbridge,6.0,48208,5221,,Trumbull,St,08005826.,46802,-83.080505618397,42.354522264728,1587,-9248479.58028766,5214233.98751931
BUS2025-00096,JENESIS INC,22021 W 8 Mile Rd,Location License,FoodServices,2025-05-31,Berg-Lahser,1.0,48219,22021,W,8 Mile,Rd,22019030.002,105514,-83.260001057414,42.442826913876,1588,-9268460.92115875,5227545.31861567
BUS2025-00100,K & K GAS MART LLC,8820 Wyoming St,Gas Station License,GasStation,2025-08-31,Barton-McFarland,7.0,48204,8820,,Wyoming,St,18015934-7,216208,-83.157483508418,42.35961829422,1589,-9257048.71980714,5215001.67065348
BUS2025-00117,Metropolis Michigan LLC,116 Lothrop Rd,Parking Lot License,LPTV,2026-01-31,New Center Commons,5.0,48202,116,,Lothrop,Rd,02001115-21,340130,-83.075960112305,42.371501108804,1590,-9247973.5768641,5216791.97995374
BUS2025-00136,WING IT NORTH MICHIGAN LLC,2700 E Jefferson Ave,Restaurant License,FoodServices,2025-05-31,Rivertown,5.0,48207,2700,E,Jefferson,Ave,11000090-1,545950,-83.021044732547,42.337672879145,1591,-9241860.42475272,5211696.18209167
BUS2025-00149,125 MICHIGAN WEST LLC,125 Michigan Ave,Restaurant MLCC License,FoodServices,2026-05-31,Downtown,6.0,,125,,Michigan,Ave,02000225.,545198,-83.048929648031,42.331454219451,1592,-9244964.55934521,5210759.71746693
BUS2025-00158,B & H OMEGA GRILL INC,18130 Fenkell St,Restaurant License,FoodServices,2025-05-31,North Rosedale Park,1.0,48223,18130,,Fenkell,St,22011314.,122416,-83.219008857021,42.401321447641,1593,-9263897.6902845,5221286.31589798
BUS2025-00166,HOOKAH HOUSE 1 LLC,12178 Conant St,Retailer License,Retail,2025-08-31,Buffalo Charles,3.0,48212,12178,,Conant,St,13024927.,276488,-83.056504876845,42.408620241288,1594,-9245807.82995943,5222386.67000698
BUS2025-00171,PARADISE FUEL INC,18141 W Warren Ave,Gas Station License,GasStation,2025-08-31,Warrendale,7.0,48228,18141,W,Warren,Ave,22000233-6,214050,-83.21683601626,42.343033273864,1595,-9263655.81075741,5212503.47537508
BUS2025-00181,Duffy's Den,24800 W McNichols Rd,Restaurant MLCC License,FoodServices,2025-05-31,The Eye,1.0,48219,24800,W,McNichols,Rd,22013455-63,108286,-83.285347848798,42.414556724212,1596,-9271282.51306885,5223281.73881598
BUS2025-00188,JFEI BAR LLC,23410 Fenkell St,Cabaret ABC or Bar Class C License,NightClub,2026-05-31,Brightmoor,1.0,48223,23410,,Fenkell,St,22011121-4,539240,-83.2693815,42.400467,1597,-9269505.14725083,5221157.50914876
BUS2025-00203,"MIDCITY VENTURES, LLC",3919 Woodward Ave,Restaurant MLCC License,FoodServices,2025-06-30,Midtown,6.0,48201,3919,,Woodward,Ave,02001803.,349154,-83.060217,42.349815,1598,-9246221.0616188,5213524.92452989
BUS2025-00217,HOOKAH TIME LLC,9000 Michigan Ave,Retailer License,Retail,2025-08-31,Claytown,6.0,48210,9000,,Michigan,Ave,20004644.,215250,-83.151603,42.32943,1599,-9256394.10460444,5210454.91132099
BUS2025-00222,DETROIT CITY CLUBHOUSE LLC,3401 E Lafayette St,Restaurant License,FoodServices,2025-06-30,Elmwood Park,5.0,48207,3401,E,Lafayette,St,13000467-89,251458,-83.014128,42.346683,1600,-9241090.45760763,5213053.175663
BUS2025-00228,BLIMPIE SUBS,108 W Hancock St,Restaurant License,FoodServices,2025-06-30,Midtown,6.0,48201,108,W,Hancock,St,02000955.,329982,-83.0654505,42.355224,1601,-9246803.65217387,5214339.69560033
BUS2025-00231,SP+ Corporation - Plate #139,2047 WOODWARD,Parking Lot License,LPTV,2026-01-31,,6.0,,2047,,Woodward,Ave,,,-83.051180973895,42.337309252338,1602,-9245215.175794,5211641.42117695
BUS2025-00253,BUFFALO WILD WINGS,1218 Randolph St,Restaurant License,FoodServices,2025-05-31,Greektown,5.0,48226,1218,,Randolph,St,01003926-7,348262,-83.044539,42.334353,1603,-9244475.79464215,5211196.23175196
BUS2025-00261,BE2 LLC,3401 Cass Ave,Restaurant MLCC License,FoodServices,2026-05-31,Midtown,6.0,48201,3401,,Cass,Ave,02002249.,222221,-83.060388,42.344415,1604,-9246240.09725173,5212711.57908651
BUS2025-00268,CARSUSA LLC,10271 Livernois Ave,Second Hand Store License,SecondHandSales,2025-10-31,Oakman Blvd Community,7.0,48204,10271,,Livernois,Ave,16018191.,72808,-83.139273,42.370974,1605,-9255021.53528296,5216712.55659114
BUS2025-00270,KING KONEY,6211 W Warren Ave,Restaurant License,FoodServices,2026-05-31,Chadsey Condon,6.0,48210,6211,W,Warren,Ave,16001885.003L,515482,-83.129472,42.344325,1606,-9253930.49295369,5212698.02392102
BUS2024-00215,JOY ROAD FISH AND CHICKEN LLC,19522 Joy Rd,Restaurant License,FoodServices,2025-05-31,Franklin Park,7.0,48228,19522,,Joy,Rd,22002760.,215503,-83.2328325,42.357852,1607,-9265436.53118183,5214735.58306337
BUS2024-00225,"TJM ENTERPRISES SERVICES, LLC",24363 Grand River Ave,Medical Marijuana Facility License,ServiceOperator,2025-09-30,The Eye,1.0,48219,24363,WEST,Grand River,Ave,22007570-7,109406,-83.2812255,42.425559,1608,-9270823.61529979,5224940.82283801
BUS2024-00248,Crazy Burger,10625 W McNichols Rd,Restaurant License,FoodServices,2025-05-31,Fitzgerald/Marygrove,2.0,48221,10625,W,McNichols,Rd,16008050-2,94935,-83.1675015,42.416487,1609,-9258163.91752882,5223572.79296892
BUS2024-00273,MIKES EXOTIC HOOKAH,13233 E Seven Mile,Retailer License,Retail,2025-08-31,Pulaski,3.0,48205,13233,E,Seven Mile,,21021064.,535329,-82.98945,42.435225,1610,-9238343.31521384,5226398.64394526
BUS2024-00292,,10560 Grand River Ave,Second Hand Store License,SecondHandSales,2025-10-31,Oakman Blvd Community,7.0,48204,10560,,Grand River,Ave,16005133-9,222046,-83.147607,42.372495,1611,-9255949.27191923,5216941.73866779
BUS2024-00295,LYV DETROIT,20232 Livernois Ave,Restaurant MLCC License,FoodServices,2025-05-31,Green Acres,2.0,48221,20232,,Livernois,Ave,02004507-10,111079,-83.1415545,42.443442,1612,-9255275.5107012,5227638.10445067
BUS2024-00301,GOLDEN MINI MARKET LLC,16031 W Warren Ave,Retailer License,Retail,2025-08-31,Warren Ave Community,7.0,48228,16031,W,Warren,Ave,22000097.,351966,-83.2017825,42.343371,1613,-9261980.0609927,5212554.34035981
BUS2024-00335,Glacey Motors Auto Sales Inc,6000 E Eight Mile,Second Hand Store License,SecondHandSales,2025-10-31,Farwell,3.0,48234,6000,E,Eight Mile,,13009082-4,298388,-83.042991,42.447528,1614,-9244303.4720704,5228254.50129625
BUS2024-00380,Metropolis Michigan LLC,400 MACOMB,Parking Lot License,LPTV,2026-01-31,,5.0,,400,,Macomb,St,,,-83.044077652414,42.33512394206,1615,-9244424.4376638,5211312.32782564
BUS2024-00398,KASA LIVING,139 Cadillac Sq,Hotel License,Lodging,2025-06-30,Downtown,6.0,48226,139,,Cadillac,Sq,01000236.,4142,-83.043675,42.331968,1616,-9244379.6146021,5210837.08389499
BUS2024-00408,MCDONALDS,18201 Mack Ave,Restaurant License,FoodServices,2025-05-31,Cornerstone Village,4.0,48236,18201,,Mack,Ave,21001601-2,257269,-82.914462,42.409476,1617,-9229995.68923823,5222515.69116628
BUS2024-00413,PM8MILE LLC,12510 E Eight Mile,Hotel License,Lodging,2025-06-30,Conner Creek,3.0,48205,12510,E,Eight Mile,,21028375-87,161940,-82.997676,42.448842,1618,-9239259.0293451,5228452.7343762
BUS2024-00422,LIVERNOIS FAST STOP INC,12181 Livernois Ave,Gas Station License,GasStation,2025-08-31,Oakman Blvd Community,7.0,48204,12181,,Livernois,Ave,16018123-8,75967,-83.1395565,42.378714,1619,-9255053.0943586,5217878.8663235
BUS2024-00434,Metropolis Michigan LLC,522 Michigan Ave,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48226,522,,Michigan,Ave,04000341-9,549140,-83.0554785,42.332373,1620,-9245693.57421168,5210898.07030695
BUS2024-00435,Metropolis Michigan LLC,1400 Broadway St,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48226,1400,,Broadway,St,01004011.,17373,-83.047203,42.335865,1621,-9244772.34976562,5211423.92499472
BUS2024-00482,DID IT MY WAY LLC,645 Griswold St,Restaurant MLCC License,FoodServices,2025-05-31,Downtown,6.0,48226,645,,Griswold,St,02002014.,348096,-83.04777,42.330294,1622,-9244835.4679169,5210585.01089154
BUS2024-00509,BACK ON TRACK AUTO SALES LLC,17898 Mount Elliott St,Second Hand Store License,SecondHandSales,2025-10-31,Grant,3.0,48212,17898,,Mount Elliott,St,15014298.,396377,-83.0382345,42.426243,1623,-9243773.98091244,5225043.97597241
BUS2024-00512,ZIZOS PIZZA & SUBS 1 LLC,7801 Michigan Ave,Restaurant License,FoodServices,2025-05-31,Claytown,6.0,48210,7801,,Michigan,Ave,20004491.,217117,-83.138814,42.330933,1624,-9254970.43963668,5210681.23151517
BUS2024-00522,PURE VAN DYKE LLC,8052 E Eight Mile,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Conner Creek,3.0,48234,8052,E,Eight Mile,,17016681.,347644,-83.0239245,42.447906,1625,-9242180.99899919,5228311.52682471
BUS2024-00542,DETROIT SMOKERZ INC,11520 Conant St,Retailer License,Retail,2025-08-31,,,48212,11520,,Conant,St,13024892.001,350791,-83.0537595,42.404427,1626,-9245502.21600701,5221754.48821015
BUS2024-00578,"Jude Liquor, Inc.",20437 W Eight Mile,Restaurant MLCC License,FoodServices,2025-05-31,Evergreen Lahser 7/8,1.0,48219,20437,W,Eight Mile,,22019024.004,414019,-83.2451625,42.443352,1627,-9266809.10050331,5227624.52788014
BUS2024-00582,TIME WILL TELL,6402 Woodward Ave,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,Milwaukee Junction,5.0,48202,6402,,Woodward,Ave,01004278-0,5229,-83.0717685,42.368706,1628,-9247506.9687167,5216370.82794389
BUS2024-00592,GREENFIELD SUBS INC,6781 Greenfield,Restaurant License,FoodServices,2025-05-31,Warren Ave Community,7.0,48228,6781,,Greenfield,,22051380-94,349726,-83.196585,42.34095,1629,-9261401.4779393,5212189.71922216
BUS2024-00595,TEMPLE RESTAURANTS,17121 Livernois Ave,Restaurant License,FoodServices,2025-05-31,Bagley,2.0,48221,17121,,Livernois,Ave,16017746-9,547288,-83.141433,42.417441,1630,-9255261.98538307,5223716.64394037
BUS2024-00608,EZALDIN FUEL INC,17776 Grand River Ave,Gas Station License,GasStation,2025-08-31,Grand River-St Marys,1.0,48227,17776,,Grand River,Ave,22008168-70,147105,-83.2173795,42.400854,1631,-9263716.3110906,5221215.84862315
BUS2024-00609,RIVERS CAR CARE LLC,18760 Grand River Ave,Second Hand Store License,SecondHandSales,2025-10-31,North Rosedale Park,1.0,48223,18760,,Grand River,Ave,22008091-2,352625,-83.2259115,42.404157,1632,-9264666.08898605,5221713.78389536
BUS2024-00613,M THREE FUELS LLC,2600 E Jefferson Ave,Gas Station License,GasStation,2025-08-31,Rivertown,5.0,48207,2600,E,Jefferson,Ave,11000092.,239533,-83.0219535,42.338034,1633,-9241961.58828283,5211750.56593224
BUS2024-00614,FAST TRACK AUTO LLC,7339 W Eight Mile,Second Hand Store License,SecondHandSales,2025-10-31,Garden Homes,2.0,48221,7339,W,Eight Mile,,16009328-30,19295,-83.1460005,42.445683,1634,-9255770.43715727,5227976.16734594
BUS2024-00634,"420 RELIEF, LLC",2101 W Lafayette Blvd,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Hubbard Richard,6.0,48216,2101,W,Lafayette,Blvd,10000068.001,244957,-83.070585,42.321546,1635,-9247375.22209935,5209267.83528006
BUS2024-00637,1456 Woodward Ave,1456 Woodward Ave,Restaurant License,FoodServices,2025-05-31,Downtown,6.0,48226,1456,,Woodward,Ave,01004128.,348402,-83.0489535,42.335019,1636,-9244967.21453425,5211296.52452955
BUS2025-00002,ENOMAH 1895 LLC,267 E Grand River Ave,Restaurant MLCC License,FoodServices,2025-05-31,Downtown,6.0,48226,267,E,Grand River,Ave,01004041-2,17716,-83.046789,42.336369,1637,-9244726.26349643,5211499.82395883
BUS2025-00019,ROADRUNNERS AUTO SALES LLC,12275 Gratiot Ave,Second Hand Store License,SecondHandSales,2025-10-31,Gratiot-Findlay,4.0,48205,12275,,Gratiot,Ave,21028935.,537059,-82.991034,42.415569,1638,-9238519.64528725,5223434.37240204
BUS2025-00034,DONNIE BOY FOODS LLC,18151 W McNichols Rd,Retailer License,Retail,2025-08-31,North Rosedale Park,1.0,48219,18151,W,McNichols,Rd,22013137.,123455,-83.2198455,42.415254,1639,-9263990.8249549,5223386.87561563
BUS2025-00048,EPIC GARDENS LLC,19181 Glendale St,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Schoolcraft Southfield,1.0,48223,19181,,Glendale,St,22008501-2,113573,-83.230347476541,42.381178141749,1640,-9265159.89963577,5218250.2081852
BUS2025-00056,EPIPHANY EVENT LOFT LLC,10103 Kercheval St,Hall License,TheatreHallStadiumArena,2025-05-31,East Village,5.0,48214,10103,,Kercheval,St,19000285.001,333842,-82.984052041072,42.36491972225,1641,-9237742.41717465,5215800.36179606
BUS2025-00061,Metropolis Michigan LLC,124 Alfred St,Parking Lot License,LPTV,2026-01-31,Brush Park,6.0,48201,124,,Alfred,St,01000657-9,542929,-83.052502518079,42.34331582782,1642,-9245362.28941962,5212546.03085072
BUS2025-00064,Mcdonalds 2808 saint aubin detroit mi 48209,1101 Springwells St,Restaurant License,FoodServices,2025-05-31,Central Southwest,6.0,48209,1101,,Springwells,St,20002315.,29206,-83.120865571835,42.303290899053,1643,-9252972.42975282,5206519.77683955
BUS2025-00076,Metropolis Michigan,600 Civic Center Dr,Valet Parking License,LPTV,2026-01-31,Downtown,6.0,48226,600,,Civic Center,Dr,04000010-9,348051,-83.051358220657,42.325109495933,1644,-9245234.90681329,5209804.36437562
BUS2025-00085,SMOKERZ DEPOT MIDTOWN LLC,6501 Woodward Ave,Retailer License,Retail,2025-08-31,New Center,5.0,48202,6501,,Woodward,Ave,02001747.,5057,-83.072939106763,42.369130706586,1645,-9247637.28006548,5216434.81924795
BUS2025-00094,PARK RITE WAYNE LLC,1600 Woodward Ave,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48226,1600,,Woodward,Ave,01004139.,254281,-83.049906055932,42.336541364126,1646,-9245073.25257556,5211525.78096074
BUS2025-00097,PANWAR SONS INC,8900 Puritan St,Retailer License,Retail,2025-08-31,Fitzgerald/Marygrove,2.0,48238,8900,,Puritan,St,16007750.,546296,-83.159144969266,42.409961345796,1647,-9257233.67278271,5222588.86663712
BUS2025-00098,RYMCO MOTORS LLC,21101 W Eight Mile Rd,Second Hand Store License,SecondHandSales,2025-10-31,Evergreen Lahser 7/8,1.0,48219,21101,W,Eight Mile,Rd,22019028.,535931,-83.250838966691,42.443076275495,1648,-9267441.00188486,5227582.93474389
BUS2025-00115,"Metropolis 1001 Woodward, Suite #1150,",1 Woodward Ave,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48226,1,,Woodward,Ave,02001910-5,290672,-83.045473286438,42.328908719276,1649,-9244579.79893268,5210376.41866873
BUS2025-00130,CUTTER'S BAR & GRILL,2638 Orleans St,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,Eastern Market,5.0,48207,2638,,Orleans,St,07001863.001,262277,-83.037699909433,42.348378664976,1650,-9243714.47056274,5213308.57760811
BUS2025-00141,"MGM GRAND DETROIT, LLC",1777 3rd St,Personal Services License,ConsumerServices,2025-10-31,Downtown,6.0,48226,1777,,3rd,St,04004075-143B,538444,-83.060482089902,42.333316259241,1651,-9246250.57129171,5211040.11132731
BUS2025-00142,8 MILE MOTOR GROUP LLC,8811 W Eight Mile Rd,Second Hand Store License,SecondHandSales,2025-10-31,Garden Homes,2.0,48221,8811,W,Eight Mile,Rd,16009423-4,257999,-83.159554257598,42.445328534788,1652,-9257279.23455141,5227922.69419105
BUS2025-00144,WAKE N BAKERY,1416 Michigan Ave,Restaurant License,FoodServices,2025-05-31,Corktown,6.0,48216,1416,,Michigan,Ave,06000406-7,239012,-83.066137276155,42.331665191954,1653,-9246880.10374574,5210791.48618553
BUS2025-00151,"MGM GRAND DETROIT, LLC",1777 3rd St,Retailer License,Retail,2025-08-31,Downtown,6.0,48226,1777,,3rd,St,04004075-143B,538444,-83.060482089902,42.333316259241,1654,-9246250.57129171,5211040.11132731
BUS2025-00161,DOLGENCORP LLC,13750 Fenkell St,Retailer License,Retail,2025-08-31,Bethune Community,2.0,48227,13750,,Fenkell,St,22011482-4,86140,-83.181353240824,42.40229894519,1655,-9259705.88626394,5221433.67439453
BUS2025-00167,E'S Wings,10625 W McNichols Rd,Restaurant License,FoodServices,2025-05-31,Fitzgerald/Marygrove,2.0,48221,10625,W,McNichols,Rd,16008050-2,94935,-83.16749929598,42.416487830885,1656,-9258163.67217843,5223572.91825477
BUS2025-00175,"NATIONAL CONEY ISLAND, INC.",19019 Mack Ave,Restaurant MLCC License,FoodServices,2025-05-31,Cornerstone Village,4.0,48236,19019,,Mack,Ave,21001679-80,310033,-82.911214140668,42.416447011017,1657,-9229634.13919122,5223566.76319066
BUS2025-00180,"CLEOPATRA MEDITERRANEAN GRILL, LLC",19027 Mack Ave,Restaurant MLCC License,FoodServices,2025-05-31,Cornerstone Village,4.0,48236,19027,,Mack,Ave,21001681-2,548052,-82.911181367427,42.416553503096,1658,-9229630.49089073,5223582.82071239
BUS2025-00185,Channel One Productions LLC,444 Meldrum St,Hall License,TheatreHallStadiumArena,2025-05-31,Islandview,5.0,48207,444,,Meldrum,St,15013455-8,513132,-83.008881,42.344964,1659,-9240506.36423944,5212794.26601621
BUS2025-00207,TINTED DREAMS LLC,13054 Grand River Ave,Second Hand Store License,SecondHandSales,2025-10-31,Grand River-I96,7.0,48227,13054,,Grand River,Ave,22008426.,535310,-83.1728205,42.382647,1660,-9258756.02590035,5218471.56949324
BUS2025-00215,"DDR, GROUP LLC",12416 Cloverdale St,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Littlefield Community,7.0,48204,12416,,Cloverdale,St,16028998-9000,537091,-83.147733,42.380676,1661,-9255963.29817507,5218174.5351176
BUS2025-00226,SAHARA RESTAURANT AND GRILL,77 W COLUMBIA,Restaurant MLCC License,FoodServices,2025-06-30,,6.0,,77,W,Columbia,St,,,-83.050889065363,42.338792679737,1662,-9245182.68068486,5211864.82210068
